,idx,class,conversation
51,51,직장 내 괴롭힘 대화,"최맥스는 이제 살을 좀 빼야 해
그래, 너 정말 창백해 보여. 살을 좀 빼는 건 어때?
난 운동하고 있어
너는 일로 바쁜데, 운동할 시간 있어?
너는 제대로 일도 안 하는데, 항상 퇴근은 제때 해
미안해
너한테 운동하라고 하는 게 아니라, 덜 먹으라고 하는 거야
너는 사무실에서 소란을 피우고 있어
미안해
그냥 계속 미안하다고 하는 게 무슨 의미가 있어?"
52,52,기타 괴롭힘 대화,"슈림프버거
아, 선생님, 슈림프버거 대신 슈림프치즈버거가 있어요. 드시겠어요?
왜 그렇게 중얼거리세요!
아, 죄송합니다. 이름이 달라서 확인을 요청드립니다.
그럼 뭘 주시는 거예요? 주실 거면 그냥 주세요!
먹기 불편할 것 같아서 방금 확인해봤어요. 죄송합니다.
아, 뭐가 다르죠!!!!!!!!!!1
아, 슈림프가 들어 있는데 치즈도 들어 있어요.
치즈 없이 그냥 줄 수는 없잖아요!!!!!!!!!!!!!!! 바보야, 왜 그렇게 중얼거리세요?
죄송합니다."
53,53,기타 괴롭힘 대화,"야, 손가락 장애
뭐야??

너도 귀 장애 있어? 왜 알아들을 수 없어?
방금 뭐라고 했어?
장애를 장애라고 부르는 게 뭐가 문제야?
지금 당장 사과해.
아니, 하지만 왜 그래야 하지?
널 혼자 두지 않을 거야.
너 정말 무섭잖아.
나가."
54,54,기타 괴롭힘 대화,"철정아? 안녕!
야! 왜 카톡방 나갔다가 다시 전화해서 개자식처럼 굴었어?
야! 개자식?! 이 새끼 엄청 컸네
아직 정신 못 차렸어
하. 진짜 짜증나, 멍청이들
이 멍청이 뭐하는 거야? 상황 이해 못하는 건 너지?
닥쳐, 왜 개자식처럼 굴어?!
계속 이러면 나도 가만히 있지 않을 거야!
뭐할 거야?! 뭐할 거야!!
엄마 아빠한테 말할 거야, 이렇게 멍청한 짓 할 거야?!"
55,55,협박 대화,"할아버지, 버스가 환기가 잘 안 되니까 마스크 꼭 쓰세요.
누구세요? 마스크 쓰라고 하시는 거예요? 뭐 하셨어요?
그게 아니에요. 버스에서 마스크를 안 쓰면 내리거나 벌금 내야 해요.
그럼 뭐 하라고요? 지금 당장 날 내쫓을 수 있는 사람 있어요?
그럼 여기서 내려. 내려줄게. 공공장소니까 다른 사람 괴롭히지 마.
죽여버릴 거야. 각오해. 마스크? 평생 안 쓰게 해 줄게.
뭐? 그런 말은 하지 말라고. 나이가 어때도.
그럼 왜 처음부터 날 짜증나게 했어요? 지금은 조용하지만 어렸을 때는 사람을 많이 때렸어요. 오랜만에 힘을 써야 할 것 같아요.
위협하면 신고할게요. 내가 마스크 쓰라고 했다고 그런 말 하지 마.
내가 뭐라고 하든 상관없어? 널 죽이지 않을 거야. 오늘 밤 죽을 것 같다면 그냥 흥분해서 신고해."
56,56,기타 괴롭힘 대화,"사진 봐, 너 못생겼어
이런 댓글 남기지 마
맞아, 이게 뭐야
얼굴이 토해
사진 왜 그래? 눈이 너무 작아
모두 신고할게
무슨 죄를 지었어?
정말 망했어, 얼굴이 왜 그래
메기 같아
메기"
57,57,갈취 대화,"돈이 많아? 돈 좀 빌려줘.
갚지 않을 거야. 왜 돈을 빌려줘야 해?
아, 이 쓸모없는 것. 그럼 가져가?
아니. 이게 뭐야?
가져가야 할까, 빌려줘야 할까?
둘 다 싫어.
네가 가진 돈을 다 줘.
아니. 부탁해.
그냥 조금 빌린 거야. 알았지?
하. 이럴 리가 없어."
58,58,갈취 대화,"야 친구야
허? 뭐야?
오늘 화장했어?
오 예.
잘 먹었어. 뭐 입었어?
아, 이거
새거 아니야? 너무 예뻐. 갖고 싶어.
아, 그렇게 비싼 거 아니었어.
진짜? 그렇게 비싼 거 아니니까 그냥 새 거 사면 어때?
허? 그거.
빨리 줘, 친구야."
59,59,기타 괴롭힘 대화,"야, 여자야!!
나 알아?
예쁘긴 한데, 어디 사니?
나가.
비싼 척 하지 마. 내 몸을 죽이는 거야?
따라오지 마!!
아, 그러지 마, 따라오지 마. 재밌는 걸 보여줄게.
따라오지 말라고 했잖아!!!
너무 비싼 척해!! 따라오지!!
놔줘!!!!!"
60,60,직장 내 괴롭힘 대화,"인재 씨, 당신 회사는 쉬운가요?
무슨 말씀이신가요, 매니저님?
지난주에 사직을 고려한다고 하지 않았나요?
면접 때 감정적이셨죠.
그럼 지금은 마음을 바꾸셨나요?
네, 계속 일하기로 했습니다. 죄송합니다.
아, 그때 사직서를 받았어야 했네요.
죄송합니다.
인재 씨, 당신을 해고하고 싶습니다. 제대로 처리해 주세요.
죄송합니다."
61,61,갈취 대화,"실례합니다. 제발 도망가세요.
뭐가 문제야? 내가 도와줄게. 다쳤어?
고맙습니다. 지금은 돈도 없고 어디 있는지도 모르겠어요.
아, 알겠습니다. 더 따뜻한 곳으로 이사가자.
덕분에 조금은 살 수 있을 것 같아요. 고맙습니다.
고맙다면 보상해 줘야지.
허? 아무것도 없어. 나중에 잊지 않을 거고 꼭 갚을 거야.
그럼 다른 걸로 갚을게. 왜 도와줬겠어?
아. 정말 잊지 않을 거고 갚을 거야. 제발 집에 갈 수 있게 도와줘.
그러니까 돈이나 뭐 줘!!"
62,62,기타 괴롭힘 대화,"야 코털
왜
왜? 아니, 가게 가서 빵 두 개랑 콜라 한 개 사
난 돈 없어
너 돈 없어? 그럼 돈 줄게
알았어
천 원 줄 테니까 빵 두 개랑 콜라 한 개 사서 거스름돈 줘
야, 넌 너무 뻔뻔하잖아
야, 지고 싶어? 져도 괜찮아
야"
63,63,협박 대화,"오빠, 나랑 사귀자. 오빠, 신인 때부터 응원했는데, 이렇게까지 온 건 내 덕분이야!
뭐? 무서운 말 하지 말고 지금 당장 내 눈에서 사라져. 아니면 매니저한테 전화해서 경찰에 신고할 거야.
오빠, 팬사인회 때 사랑한다고 했어. 무대에서도 날 쳐다봤잖아.!
누구였는지 기억 안 나고, 그런 적도 없어. 팬이라면 지금 당장 여기서 나가.
오빠, 내가 당신 앞에서 죽기를 원해? 팬들이 죽는 걸 보고 싶어?
손에 뭐 들고 있어? 지금 당장 내려놓아. 위험해.
날 사랑하지 못하면 죽는다. 기자들한테 다 소문 퍼뜨렸어. 임신시키고 낙태까지 시켰어.
진짜 미친 놈이야. 소름 돋아. 경찰에 신고했는데, 곧 체포될 거야. 좋은 말을 할 때는 칼을 내려놓으세요.
오빠, 어제 연예인과 사귀는 걸 봤어요. 나를 배신했어요? 당신만 봤어요. 비참해요. 죽을 거예요!!! 손목을 자를 거예요. 오빠, 나랑 같이 천국에 가세요. 다음 생에 만나면 평생 사랑할게요. 제발 나한테 다가오지 마세요!!!"
64,64,기타 괴롭힘 대화,"오, 김 부인, 당신은 정말 짜증나, 부인! 빨리 운전하고 떠나세요.
오, 미안해요! 저는 운전 초보입니다.
오, 정말, 이게 무슨 운전이에요, 부인? 집에서 요리해야 해요.
당신이 나와서 문제를 일으켰어요.
너무 심하지 않아요?
뭐야? 이 여자는 두려움을 잃었어요. 김 부인, 더 이상 운전하지 마세요. 집에서 아이들을 키우고 남편을 부양하세요. 이게 무슨 운전이에요?
이런 사람을 본 적이 있나요? 오, 믿을 수가 없어요."
65,65,기타 괴롭힘 대화,"야, 빵 사와
미안 나영아, 오늘 돈 없어
아니 미친놈아 그럼 다른 애들 털고 가져와
아니, 어떡하지
이 새끼가 말대꾸해? 그럼 빵 훔쳐 가져와 미친놈아
이상하네. 왜 그러는 거야?
아니 미친놈아 우리가 웃기다고 생각하거나 그냥 너가 그놈을 너그럽게 대하는 거야
아, 아, 알았어
아, 아, 알았어. 그냥 그렇게 말하고 빨리 사지 마, 쓰레기 새끼."
66,66,직장 내 괴롭힘 대화,"야, 커피 좀 끓여줘
그거 말하는 거야?
그럼 너 말고 여기서 이런 잡일을 하는 사람이 또 누가 있겠어?
아, 미안해. 지금 만들게. 여기 있어.
뭐, 이게 정말 네가 내게 마시게 한 거야? 왜 똑같은 믹스 커피를 그렇게 맛이 없게 만들었어? 그리고 왜 너무 뜨거워서 내 혀가 타 죽었어?
아, 미안해. 온 마음을 다해 만들었는데, 네 입맛에 안 맞아서 미안해.
내가 왜 이렇게 못해서 네가 불쌍해. 지금까지 어떻게 살아남았어? 나는 아무것도 못하는 게 너무 서툴러.
미안해. 더 노력해 볼게.
물론 노력해야지. 3년 동안 이렇게 사는 게 무슨 의미가 있어? 넌 실업자로 집에서 살아야 할 거야. 솔직히 말해서 널 고용할 회사는 없어.
알았어. 미안해."
67,67,기타 괴롭힘 대화,"야 저 사람 봐, 티비에 나오는 못생긴 코미디언 같지 않아?
푸하하하하하 진짜 못생겼어 세상에 내가 너무 큰 소리로 말했나봐
실례합니다, 방금 나한테 말했어요???
아니
아 진짜요?
응, 그냥 가버려야 하지 않을까?
야 저 사람 못생겼는데 귀는 좋은 듯해
자신이 못생겼다는 걸 알잖아
실례합니다, 나한테 한 말이 맞아요.지금 정말 모욕당한 기분이에요.빨리 사과하세요
허?다른 사람한테 말해요?너무 예민한 거 아니에요?
전에 그랬어요.그 둘도 잘생기지 않은데, 누가 그런 말을 할 권리를 줬어요?"
68,68,직장 내 괴롭힘 대화,"야, 김매니저, 이렇게 처리하냐?
내가 실수했나?
아, 그렇게 대답하네.
미안해.
야, 내가 네 친구처럼 생겼어?
아냐.
정말 직장에서 사진 찍히고 싶어?
미안해, 그게 내 말이 아니야.
그냥 직장에서 쥐처럼 살고 있어.
알겠어."
69,69,협박 대화,"왜 내 말을 듣지 않아?
내가 들어줄게.
그냥 그렇게만 하고 아무것도 안 해? 그럴 때마다 정말 죽이고 싶어.
하지만 여전히 나를 죽이고 싶어.
진짜야. 칼로 찔러도 돼. 내가 못 찔러도 된다고 생각해?
진정해.
내가 너라면 진정할 수 있겠어? 지금 당장 칼을 가져올게.
미안해.
계속 그러면 정말 죽여버릴 거야.
그러지 않을 거야."
70,70,기타 괴롭힘 대화,"아들을 낳아서 얼마나 다행했을까.
아빠.
시댁에 명절 때마다 전화해서 안부 물어봤을 때 얼마나 창피했는지 알아? 얼굴도 못 들었어.
아빠. 하하. 더 힘들었을 거야.
아기 낳아서 다행이야. 아들이라서 더 기뻐.
아빠. 여기 와서 너무 다행이야.
근데 체외수정에 몇 년을 허비했는지 알아? 몇 살이야? 빨리 둘째 낳아.
아빠. 아기 낳는 게 너무 힘들었는데, 둘째 낳는 건 생각도 안 나.
큰딸이니까 뭐 어때? 빨리 둘째 낳아. 육아를 쉬는 거야. 어차피 시간 많으니까 병원 가서 열심히 일해.
아빠. 육아는 힘들어. 진짜."
71,71,협박 대화,"내일 삼성그룹 회장이 192억 원의 세금을 탈루했다고 보도할 기자가 당신입니까?
네, 맞습니다.
좋은 말을 했을 때 그런 기사는 올리지 마세요. 당신은 천호초등학교 앞 우미린아파트 602동 101호에 살고 있고, 당신의 아이는 8시 35분에 학교에 가고 4시에 딩동당 피아노 학원에 가요?
허? 어떻게 그럴 수 있나요?
당신은 내가 전에 한 말을 들었을 겁니다. 왜 우리가 당신에게 이 말을 했는지 모르세요?
내가 이걸 올리면 어떻게 될까요? 저는 국민이 알 권리가 있고, 대한민국을 밝히는 것이 제 직업적 사명이기 때문에 기자가 되었습니다.
저는 매일 당신과 같은 기자를 수십 명, 아니 열 명 정도 상대합니다. 이 세상에서 권력이 있다면 목숨값을 치르는 게 쉽습니다.
지금 하지 않으면 목숨을 구할 수 있지만 내일은 당신과 당신의 가족 전체가 죽을 것입니다.
이 세상에 경찰이 없나? 널 폭로했어야 할 기자는 확실히 죽었고, 네가 모든 사람을 죽였다는 게 밝혀질 거야.
넌 내 말을 오해했어. 네가 이 세상을 바꿀 수 있다고 생각한다면, 너는 매우 착각한 거야. 네 멍청한 직업적 소명 때문에 내일 목을 매달고 작별 인사도 없이 산 속에 묻히고 싶지 않다면, 그냥 조용히 파일을 넘기고 떠나. 그래, 내 목숨을 살려줘."
72,72,갈취 대화,"승한아, 버스비는 내야 하는데 돈이 없어. 5만원만 빌려줘.
으? 아니. 한 달 살기 돈도 없어.
그럼 학교 못 가. 좀 빌려줘.
정말 미안해. 정말 돈이 없어.
돈 없어. 좀 빌려줘.
아니. 미안해.
형. 너무해. 지금 학교 갈 돈도 없어. 그럼 걸어가야 하나?
아니, 그게 아니야. 돈 빌려주면 어떻게 견뎌?
용돈 받기 전에 갚을게, 맞지?
알았어. 용돈 받기 전에 갚아."
73,73,직장 내 괴롭힘 대화,"나은씨
네?
커피 사러 가자.
나?
그럼 나은씨가 두 명이나?
아, 그 커피.
왜? 나은씨, 집에서 아빠한테 커피 만들어본 적 있어?
우리 아빠가 직접 만들어요.
뭐??? 여기가 네 집이라고 생각해??
아니, 그게 아니야.
하고 싶은 것만 하면서 살 수 있을 것 같아? 빨리 가서 사와. 입 아프다."
74,74,기타 괴롭힘 대화,"안녕하세요. 전화번호를 알 수 있나요?
아니요, 죄송합니다.
전화번호 한 번만 주세요.
가야겠어요. 죄송합니다.
아니요, 전화번호만 주세요.
안 된다고 했어요.
미쳤어요? 전화번호만 주세요.
안 된다고 했어요!
전화번호만 주세요. 왜 소리지르세요? 바보예요?
뭐요? 바보예요?
응, 바보예요!"
75,75,협박 대화,"야, 이거 좀 도와줘
네, 알겠어요. 아가씨
야, 이 녀석 잡아
뭐, 뭐, 놔
어머, 그 녀석도 여자들의 유혹에 빠지는 무기력한 남자야
뭐, 함정이었나? 이거
야, 수고했어, 이게 네 보상이야
고맙구나.
야, 나를 알잖아, 넌 이제 죽었잖아
나한테 뭘 원하는 거야?
아, 경찰서장 아들이라고 했잖아, 네 아버지 때문에 우리 가족이 얼마나 고생했는지 알아?
그래서
널 죽여야 해. 네 아버지 말고는 네게 개인적인 감정이 없어."
76,76,협박 대화,"여기서 나가
내가 뭐한거지
네 존재 자체가 짜증나
아, 왜 이러는 거야
맞고 싶어?
미안해
그리고 네 누나는 예쁘잖아
허?
예쁘잖아
만지지 마
만진다고 한 적 없지? 죽고 싶어, 이 새끼야?
미안해"
77,77,기타 괴롭힘 대화,"아니, 진짜
아, 그래, 나중에 나한테 엿먹힐 거야
미안해
얼굴이 똥 같아
미안해
진짜 뭐가 문제야? 운이 없어
미안해.
한 번 더 하면 널 탈락시킬 거야
미안해. 하지만 정말은 안 그랬어.
내가 그걸 믿기를 바라? 알았어, 얘기하고 싶지 않으니까 나가."
78,78,기타 괴롭힘 대화,"여기, 서비스 좀 주세요
허? 5천원어치 사왔는데 아무것도 없네요.죄송합니다
저는 맘카페 회원입니다. 생각 없이 이런 장사는 안 된다는 거 알죠?
아, 미안합니다. 다음에 오시면 더 드릴게요
다음에 언제 줄지 아세요? 그 약속 대신 지금 당장 하세요
아, 정말 미안합니다. 여유 돈이 없어요
왜 여기서 이렇게 짜증 내세요?
죄송합니다. 이번만 이해해 주세요
그렇게 장사하면 오래 못가요
.네, 미안합니다"
79,79,갈취 대화,"김팀장이 립스틱을 샀어? 새로운 제품인가?
네
너무 예쁘네요. 써볼게요.
허?
어머나, 어머나, 우리 피부톤이 너무 잘 어울리네요. 이거 빌릴 수 있나요?
허??????
오늘 밤 소개팅 가는데, 이 립스틱이 제게 딱 맞아요. 화장을 고칠 때 쓰기 좋을 것 같아요.
어제 샀어요.
누가 가져갔어?? 쓰고 나서 돌려주면 안 돼? 왜 이렇게 못생겼어? 소개팅 잘 안 하길 바라는 거야? 김팀장?
아니. 그게 아니야."
80,80,갈취 대화,"야, 다음 학교야? 잠깐 이리 와.
허? 뭐야?
배고프고 돈도 없어. 돈 좀 빌려줄래?
돈 없어. 없어.
정말? 찾으면 10원에 줄게. 어때?
아. 여기.
이 미친 놈이 여기 있는 동안 너한테 거짓말 했어?
미안해. 제발 집에 보내줘.
누가 나한테 그렇게 거짓말을 할까? 야, 휴대전화 꺼내. 전자 기기 다 꺼내. 시계랑 무선 이어버드 벗어.
아, 안돼. 부탁해.

맞고 싶어? 죽고 싶어? 내가 좋은 말 하면 줘.
아. 여기.
내가 전에 말했을 때 줬어야지. 이제 나가."
