,idx,class,conversation
58,58,갈취 대화,"야, 디자이너 옷 입고 있어? 벗어. 사려고 생각했는데, 그냥 입어봐.
허? 벗으면 벌거벗은 거야.
내 옷 입어봐, 꼬마야. 너랑 내가 바꾸면 더 잘생겨질 거야. 고맙구나, 꼬마야.
뭐가 문제야? 돌려줘. 선물로 받은 거야.
선물이야. 네 가족은 좋은 옷을 많이 입고 가지고 다니잖아?
네 남동생은 항상 8시쯤에 집에 와? 내가 가서 봐도 돼?
내 남동생 만지지 마.
누가 널 만질까? 친구가 되고 싶어. 좋은 옷을 입고 좋은 물건을 가지고 다니는 사람들과 친구가 되고 싶어.
이 옷 가져가.
내가 거지라고 생각해? 이 남자 봐. 내가 거지라고 생각해? 죽고 싶어?
사실이 아니야. 제발."
59,59,협박 대화,"얼굴이 녹는다는 게 어떤 기분인지 알아?
미안해.
염산으로 얼굴을 녹여버릴 거야.
내가 틀렸어.
그리고 네가 그 얼굴로 더 이상 다닐 수 없게 만들 거야.
제발 날 구해줘.
죽을 때까지 평생 바닥만 응시하게 될 거야.
네가 하는 말은 다 들어줄게.
거울 속의 네 모습을 볼 때, 널 미워할 거야.
제발 날 구해줘."
60,60,직장 내 괴롭힘 대화,"한희영
네?
이번 주말에 교대해 주세요.
네? 나?
그럼 우리 팀에 한희영이 두 명이나 있는 거야?
왜 나야?
아니, 좀 바쁜데 이번 주에 약속이 있어서 바꿀 수 있어.
나도 할 일이 있어.
그렇게 중요한 건 아니잖아? 급여 올려줄게.
아. 하. 네."
61,61,기타 괴롭힘 대화,"야, 놀리려고?
하하, 성찬아, 뭐가 잘못됐어? 내가 뭘 잘못했어?
오늘까지 내 ID 레벨 30을 만들라고 했잖아. 지금은 쉬운 거야?
아. 정말 미안해. 엄마가 컴퓨터 코드를 뽑았어.
그 자식, 그 엄마. 야, 놀리려고?
널 갈기갈기 찢어. 친구잖아.
응, 친구잖아. 근데 왜 내 친구 부탁 안 들어줘? 개처럼 맞고 싶어?
내일까지 꼭 할게. 정말 미안해!
내일까지 안 하면 애들 앞에서 바지 벗을 거야.
미안해, 성찬아."
62,62,협박 대화,"야, 년아, 선이 안 보여? 네 알을 비틀어버릴 거야.
뭐라고?
여기서 나가서 셋까지 세고, 눈을 굴리고 신입생을 데려와.
미친 놈아.
내 입으로 장난치잖아. 네 옥수수에서 옥수수를 흔들어 볼까?
알았어, 알았어, 년아.
이리 와. 오늘 너를 지옥으로 데려갈 거야.
알았어, 넌 할 수 있어.
이 년이 들을 수 있도록 네 배에 칼을 꽂을 거야.
넌 아직도 살아있는 입으로 헛소리를 하고 있어."
63,63,직장 내 괴롭힘 대화,"이번 달 이벤트 아이디어를 생각해 봅시다.
팀장님! 저는 내면에 대해 생각했습니다.
선생님, 좀 진부하지 않나요? 유행은 끝났지만 지금은요?
아, 정말요??
음, 좀 느슨한 것 같아요. 다른 아이디어가 있나요?
그럼 내면은요? 요즘 유행이에요.
요즘 유행이란 무슨 뜻인가요? 증거가 있나요? 뒷받침하는 자료가 있나요???? 어디서 나왔나요? 출처는 어디인가요?
네, 박 선생님은 생각을 너무 일반화하는 경향이 있으니 그러지 마세요. 직장에서는 괜찮을까요?
박 선생님은 아직 신입이라 잘 모르세요. 팀장님, 제가 더 가르쳐 드릴게요. 제가 매번 말해도 모르잖아요.
네, 네, 정 부장님이 많이 가르쳐 주셔요. 저는 항상 믿을 수 있어요. 정 부장님 덕분에 박 선생님이 엉망진창을 치우고 있어요. 앞으로도 열심히 일해주세요."
64,64,기타 괴롭힘 대화,"야, 왜 그런 놈들이랑 어울리니?
왜? 문제 있어?
아니, 그게 아니야. 그냥 정말 못생긴 놈들이랑 어울리면 그런 거야.
좀 심하지 않아?
어떻게 표현해야 할까? 정확히 그렇게 말했어.
짜증나.
왜? 널 배려해서 한 말이야. 못생긴 놈들이랑 어울리면 똑같은 대우를 받을 거야. 못생긴 놈들이랑 어울리는 건 자신을 예쁘게 보이기 위해서가 아니잖아?
짜증나. 진짜, 그 놈들을 친구라고 생각해."
65,65,협박 대화,"네가 올 줄 알았어.
우리 가족을 인질로 잡는 거야? 그리고 넌 여전히 인간이야?
물론 보기 힘들지만, 이렇게 봐야 하는 거야?
그만해, 지금 당장 우리 가족을 구해.
좋아, 널 구해. 널 구해. 그러니까 네가 구한 사람 한 명당 네 장기 하나씩 가져갈게.
아직 정신 못 차렸으니까, 여기서 나가, 알았지?
모르겠어, 그럼 네 가족이 네 눈으로 죽는 걸 볼 거야?
절대 안 돼. 내 머리카락 한 올이라도 만지면 내 손에 죽을 거야.
맙소사. 무섭다. 그럼 마취 주사 먼저 맞고 네 장기를 가져가자.
내 가족은 내버려둘게."
66,66,기타 괴롭힘 대화,"와 이 옷 예쁘다
왜 그래
옷 내놔
야, 가져가
빨리 돌려줘
야, 오늘 심심해, 옷으로 농구할까?
옷으로 골 넣어 볼게
엄마가 사준 소중한 옷이야, 빨리 돌려줘
야, 니 옷으로 농구하고 싶어 하하하
돌려줘"
67,67,기타 괴롭힘 대화,"야, 길동아.
선배!
오늘 좀 자란 것 같지 않아? 원래 엄청 컸잖아. 맞지?
맞지! 뽕이야?
허? 뭐라고 했어?
아니, 키 말이야. 키
다른 생각 났어. 길동아, 저런 모습 처음 봐
아니, 누가 오해할 거야.
아, 선배가 농담할 때 왜 그렇게 진지해? 우리 길동이 진지해?
아, 진지한 사람과는 안 놀아."
68,68,협박 대화,"비켜
이 놈이 여기서 뭐하는 거야? 야, 이 외국인은 잡초 냄새가 난다
무슨 소리야? 비켜
이건 내 차야, 멍청아. 여기 내 스마트폰 보여? 경찰에 신고할 거야.
이 칼 보여? 지금 당장 여기서 나가지 않으면 칼로 찔러 죽일 거야
제발 살려줘. 내 차를 줄게
어쨌든 이렇게 내 말 들어. 하지만 어떡해? 내가 널 구하면 당연히 날 신고할 거야
미안해. 제발 살려줘
이 약 먹고 시력을 잃어. 그러면 내 얼굴을 볼 수 없을 거야, 아니면 죽을 거야
미안해. 그냥 봐
시간이 없어. 빨리."
69,69,직장 내 괴롭힘 대화,"야, 현 매니저, 그게 다야?
허? 뭐야?
왜 갑자기 업무 성과가 떨어졌어? 너 일하는 방식 싫어.
아니, 넌 평소 직원들이 하는 대로 했지.
야, 뭔가 잘하는 거면 더 잘해야지. 놀러 온 거야?
실례지만, 좀 지나치지 않아?
이 애가 널 의심할 리가?
아니, 내가 잘못 말했어? 우리 직원들은 노예야?
야, 이 회사에서 잘해내더라도 너는 노예가 아니야, 도구야, 바보야.
아니, 정말이야."
70,70,기타 괴롭힘 대화,"왜 이렇게 작아?
아직 자라고 있으니까 키가 더 클 거야.
다들 키가 160cm인 것 같아.
부모님이 호빗이야?

난 괜찮아. 하지만 부모님 건드리지 마.
너는 착한 아들이다. 키가 작을지 몰라도 개성이 있잖아, 꼬마야.
그만해. 친구로 지내자.
누가 네 친구야, 바보야? 넌 버림받은 놈이야.
키가 크고 싶어서가 아니야. 왜 나한테 이러는 거야?
널 그렇게 낳아준 부모님을 탓해."
71,71,갈취 대화,"야 수민아, 돈 좀 빌려줘.
어제 빌린 돈 언제 갚을 거야?
알 필요 없어, 오늘 돈과 함께 줄게.
아, 근데 정말 돈이 없어.
친구한테 돈 빌려줄 수 없어?
미안해.
지금 돈 빌려주지 않으면 후회할 거야.
얼마 빌려줄까?
5만원.
갚아."
72,72,직장 내 괴롭힘 대화,"리 요원님. 이걸 분쇄하라고 하지 않았나요?
오, 네, 지금 하겠습니다!
하. 제가 하라고 한 지 얼마나 됐는데 아직도 안 하셨습니까?
죄송합니다.
이걸 못하시는데 어떻게 같이 일할 수 있겠어요? 짜증나.
. 죄송합니다.
좋아, 커피나 마시러 가자.
좋아요.
제대로 대답도 못하시나요?
아니요. 제대로 하겠습니다."
73,73,협박 대화,"지금 헤어져? 죽고 싶어?
그만하자
헤어지면 내 입을 잘라버릴 거라고 했잖아
겁먹지 마
입과 다리를 잘라버릴 거야. 다시 말해
이런 널 보는 게 질렸어
헤어져? 너와 네 부모님을 죽일 거야
신고할 거야
신고해. 그 전에 널 없앨 거야
겁먹어"
74,74,기타 괴롭힘 대화,"아니, 아이가 헛수고했다면!! 종이에 적힌 대로 주었으면 좋았을 텐데!!
아이가 종이를 보여주지 않았어.
CCTV를 돌려!! 그럼!!
아니, 엄마. 소리치지 마. 내가 틀렸어. 그럼 아이를 못 오게 하고 내가 직접 운전해서 갈게. 주소가 뭐야?
지금 백화점에 있어. 거기로 와.
알았어. 그럼 30분 후에 갈게. 잠깐만 기다려.
어머, 이런 사람이 어디서 일하겠어?
미안해, 엄마."
75,75,갈취 대화,"카드 결제가 늦어졌나요? 수금 통지서가 발급되었습니다.
카드 결제가 늦어졌나요? 저는 그 카드를 한 번도 사용한 적이 없습니다.
당신 아들이 당신 이름으로 카드를 발급받고 카드 대출을 받았습니다. 연체료를 바로 내지 않으면 신용 불량자가 되는 거죠?
우리 아들? 그런 일은 절대 일어나지 않을 겁니다.
여기 이 카드 명세서 보이세요? 보세요, 주민등록번호로 발급되고 사용되었습니다.
우리의 착한 아들이 그럴 리가 없습니다.
신용 불량자가 될 겁니다. 제가 말씀드리겠습니다. 제가 문자한 곳으로 2천만 원을 가져와야 합니다.
신용 불량자입니다.!! 알겠습니다. 바로 가겠습니다. 잠깐만요.
시간이 없습니다.
잠깐만 기다려 주세요."
76,76,협박 대화,"야, 내 심부름꾼이 되어주지 않을래?
왜 그래야 해?
왜 나 같은 외톨이와 어울리지 않니?
그냥 외톨이가 될게.
아, 알았지? 그냥 외톨이가 아니라 정말 지친 외톨이가 되는 거야. 괜찮니?
.내가 뭘 그렇게 잘못했는지 모르겠어.
정말 이유를 듣고 싶어?
응. 궁금해.
그냥 말하려고 하는 게 싫어.
.정말 너무하잖아.
그럼 졸업할 때까지 좋은 심부름꾼이 될지, 정말 지친 외톨이가 될지 선택할 거야?"
77,77,협박 대화,"야, 내게 와
너 누구야? 어디야?
조용히 해. 지금 강간당할 거야
제발 날 구해줘
아니, 넌 죽었어. 날 구하는 게 뭔데? 경찰 불러, 씨발년아. 날 죽이면 영원히 저주할 거야
이거 웃기고 나는 무너질 것 같아. 돼지고기를 먹었으니까 돼지의 저주를 받았어?
제발, 날 구해줘
조용히 해. 어떻게 감히 나한테 대꾸해? 어디서 감히?"
78,78,직장 내 괴롭힘 대화,"회장님, 약속하신 퇴직금은 꼭 주세요. 제 실적이 아무리 나빠도
당신, 누군가, 당신은 우리 회사 직원이었습니다. 정말 부끄럽습니다.
회장님.
경비팀에 전화하기 전에
회장님, 이 모든 것을 녹음하겠습니다. 언론에 보고하겠습니다.
와, 이 사람은 좋은 짓은 하나도 안 했는데 우리 회사에 손대는 건 너무 뻔뻔스럽네요.
솔직히 말해서, 회장님은 뭘 하신 거예요? 직원을 미친 듯이 대하시는 거예요.
그러니까 유능한 직원을 쓰는 건 재능이에요. 바보야. 그걸 잘하는 사람이 이 자리에 있어야지.
아니, 그럼 최소한 급여라도 줘. 부끄럽다.
아, 급여는 잘 주었는데 퇴직금도 없고 급여도 없는 쓰레기야.
아니, 정말이야."
79,79,직장 내 괴롭힘 대화,"퇴근 후에 뭐해, 매니저?
아, 여자친구 만나러 갈 것 같아.
다음에 여자친구 만나서 술 한 잔 하러 가자.
아, 한 달 전에 약속해서 안 될 것 같아.
내 술 약속보다 여자친구가 더 중요해 보여.
우선, 약혼했으니까 힘들 거야.
여자친구 때문에 직장 생활이 힘들어질 거야.
왜 그걸 링크해?
여자친구 만나러 가.
왜 그러는 거야?"
80,80,기타 괴롭힘 대화,"야 피기
계속 늦으면 선생님한테 말할게
피기 피기 피기
왜 나한테 이러는 거야? 내가 뭘 잘못한 거야?
바로 눈앞에 있는데, 피기
이게 학교 폭력이라고 생각해?
그럼 피기, 날 신고할 거야? 집에 아무것도 없잖아
왜 나한테 집 얘기를 해? 그렇게 나쁘지 않은데
임대 피기
이거 진짜 너무해"
81,81,기타 괴롭힘 대화,"배민에서 10시에 스테이크볼 주문했는데
10시? 벌써 4시간이나 지났어요. 무슨 일이에요?
고객에게 할 수 있는 말이 그게 다인가요?
아니요, 죄송합니다.
오늘 스테이크에 맞는 고기를 썼나요?
네, 수입해서 제대로 조리합니다.
고기가 너무 질겨서 아이가 씹지도 못했어요. 환불해주세요.
고객 여러분, 배달 특성상 조리 후 바로 배달하더라도 시간이 지나면서 고기의 품질이 떨어지는 건 당연합니다.
제가 한 말을 다 했나요?
그리고 반 이상 먹고 환불을 요청하면요?
고객인 제가 잘못이라고 말씀하시는 건가요? 그게 아닙니다. 바로 본사에 전화해서 배민 고객센터에 다 보고하겠습니다. 이 세상에서 더 이상 장사를 할 수 없어요."
82,82,갈취 대화,"다들 누워서 살고 싶으면 
제발. 제 목숨을 구해 주세요. 
내가 왜 이러는지 알아? 빨리 현금을 꺼내서 이 봉투에 넣어. 
응, 응, 알겠어. 그냥 제 목숨을 구해 주세요. 
소란 피우지 말고 망설이지 마. 빨리 해. 
응, 여기 있어. 
그게 다야? 난 다 알아. 피상적으로 피하려고 생각하지도 마."
83,83,직장 내 괴롭힘 대화,"급하게 일 안하냐?
미안해
김씨, 이번엔 승진해야 해
미안해, 빨리 고칠게
이 자식 승진 얘기 나오면 일해
아니, 빨리 고칠게
가족 생각 안하냐?
미안해
아니, 군대 다녀온 사람들은 빨리 해야지
미안해, 빨리 고칠게"
84,84,협박 대화,"야, 내가 웃기다고 생각해?
뭐? 갑자기
내 말 안 들으면 죽일 거라고 분명히 말했어.
언제 내가 너 하고 싶은 대로 했어?
어젯밤에 나오라고 했는데 안 나왔어?
그때 가족들이 이상하게 쳐다봤어. 나갈 수가 없었어. 정말 미안해.
어제 얼마나 웃겼는지 알아?
지금부터는 그러지 않을 거야. 어제 있었던 일이니까.
지금 당장 해. 너 때문에 네 가족을 죽이고 싶어.
그러지 마. 미안해."
85,85,협박 대화,"독을 원해?
아니
그 총을 줘 아니면 네 딸을 독살할 거야
어떻게? 안 돼
정말? 쿠키에 독을 넣을 수 있어
아니
그러니까 빨리 내려놓아
좋아
내가 터뜨리기 전에 지금 내려놓아
어"
86,86,협박 대화,"내 말 들어
왜?
널 태워버릴 거야
아니
다치고 싶어?
아니
내 말 들어, 나한테 뭔가를 던지기 전에
좋아
널 날려버릴 거야
아니"
87,87,갈취 대화,"안녕? 친구한테 말했는데, 너 완전 히트였어.
뭐야?
너 학교 다닐 때 완전 히트였는데, 남자친구가 알게 되면 어떡해?
증거 있어? 증거 있어?
응. 그럼 증거 없이 내가 여기 올 줄 알았어? 너희들 사진 다 있어?
왜 나한테 이러는 거야?
그 남자는 너 같은 놈한테는 너무하잖아.
뭐 원해? 뭐 원해!!!
매달 100만 원 줘? 원치 않으면 다 말해 줄게.
. 최선을 다해 받을게."
88,88,직장 내 괴롭힘 대화,"나. 요원. 이 문서를 어디로 보내야 할지 알아?
왜 나한테 그런 걸 묻는 거야? 스스로 알아내.
아. 알겠어, 미안해.
또 그 녀석이야? 몇 번 하다 포기했어야 했어.
네가 재치 없는지 끈기 있는지는 모르겠지만, 어느 쪽이든 도움이 안 돼.
그 문서는 뭐야?
방금 만들어낸 거야? 멍청하네.
요원. 팀장이 이 문서가 뭔지 묻고 있어.
왜 나한테 그런 말을 하는 거야?
너한테 말하라고 했잖아.
언제 그랬어? 증거 있어?"
89,89,협박 대화,"야 최야. 이리 와.
네, 매니저.
몇 번이나 말했어! 몇 번이나 제대로 확인하라고 말했어!
.미안해. 확인했어.
지금부터는 말하지 마. 자격이 없어.
.정말 미안해. 다시는 이런 일이 없도록 할게.
몇 번이나 말해야 알아들을 수 있어? 말하지 말라고 했어. 정말 죽이고 싶어.
매니저. 제대로 재교육 시켜줄게. 화내지 말고 담배 피우지 마.
너, 후배 제대로 교육시켜. 또 그러면 그날은 네가 지는 거야.
최야. 정말 지고 싶어? 내가 이렇게 팀 분위기를 만들면 좋아? 그냥 죽어. 도움이 안 돼. 내가 도와줄까? 지붕에서 밀어내?"
