,idx,class,conversation
72,72,갈취 대화,승한아나버스비충전해야하는데돈이없어.빌려주라응?나한달용돈그런없단말이야.나학교그럼못다녀.좀빌려줘미안한데.나진짜없어서그래.나돈이없어.좀빌려주라.안돼.미안해.좀너무하네.나는당장학교돈도없다고그럼걸어다니냐.아니그건아닌데빌려주면나는벼텨.내가너용돈전까지돌려줄게그럼되는거아니야?받기전까지꼭줘
73,73,직장 내 괴롭힘 대화,네?가서커피좀타와제가요?그럼여기나은씨가둘인가?아저커피는좀.왜?나은씨집에서아빠한테도커피한번안타줘봤어?저희아빠는스스로내려드시는데요.뭐???그럼여기가집이랑같다고생각하는거야??하고싶은거만하면서살수있다고생각해?가서얼른입아프니까
74,74,기타 괴롭힘 대화,안녕하세요.혹시번호알수있을까요?아니요죄송해요.한번만주세요.저가야해요.죄송합니다.아니요그냥번호만싫다고요.이게돌았나.번호만싫다고요!번호만주면왜소리를질러.멍청해서그런가.뭐?멍청이요?그래멍청!
75,75,협박 대화,저기요이것좀도와주세요네알겠습니다.아가씨야이새끼잡아뭐에요놔요에휴야도별수없는남자네여자의유혹에바로넘어가고뭐야함정이었어?수고여기너보상감사합니다.야너알지이제죽었어저한테원하는게너가경찰청장아들이라며니아버지때문에우리식구가얼마나줄알아?그래서요감정은너아버지한테빼고
76,76,협박 대화,그만좀꺼져내가했다고너자체가짜증나아왜그래쳐맞고싶냐미안그리고너동생이쁘던데어?동생은건드리지마건든다고안했는데?죽고싶냐이새끼야?미안
77,77,기타 괴롭힘 대화,나아니야정말로너나중에좀맞자미안얼굴도왜그렇게사냐?재수없으려니까미안해.너더그러면내가그런건진짜아니야.그걸믿으라고?됐고꺼져
78,78,기타 괴롭힘 대화,여기서비스좀주세요네?오천원어치사셔서제가죄송해요저기나맘카페회원인데이런식으로정없이안되는거알죠요새?아죄송해요제가다음에오실때더드릴게요다음에언제올지알고줘요?그런약속보다지금실행에옮기세요아정말죄송합니다.제가여유분도없어서아니왜이렇게답답하게굴어?양해한번만해주세요그렇게장사하다가는오래.네죄송해요
79,79,갈취 대화,김팀장립스틱샀어?이번신상이네?너무이쁘다나도발라보자네?어머어머나랑톤도잘맞네이거나좀빌려주라네?????오늘맞선보러이립스틱이수정화장할때쓰면좋을것같아어제아니가져간대??쓰고왜이렇게심보가내가맞선잘안됐으면좋겠니??김팀장은?아니요.그건아닌데.
80,80,갈취 대화,너옆학교애지?잠깐이리와봐네.?내가배가너무고픈데돈이없다돈좀빌려줘라.저돈없어요.없는데.그래?뒤져서나오면10원에1대.어때?아.여.기요.이미친새끼있으면서거짓말쳤냐나한테?죄송합니다.집에보내주세요.그러게누가거짓말하래?야핸드폰꺼내.전자기기다꺼내고손에있는시계도풀르고무선이어폰도아안돼요.제발요.쳐맞고싶냐?죽고싶어?말로할때내놔아.말로할때것이지.이제꺼져.
81,81,직장 내 괴롭힘 대화,김대리는커피하나를못타나?네?죄죄송합니다.내가물을많이넣으랬지.한강물로만들랬어?다시타올게요.뭘다시타와?그냥마시면누굴나쁜놈만들라고작정했네.죄송합니다.그좀그만해.아주내가줄네.네?내가자기야말좀해봐.아아니에요.무슨요.생긴대로논다고.아짜증나.누가뽑았어저런새끼를.
82,82,직장 내 괴롭힘 대화,부장님왜불러?이번주금요일날연차쓸수있어요?안돼한참바쁠땐데연차사용한적없잖아요신규가연차를써.눈치도더럽게없어가지고.무슨말씀을아니내가말을했는데.씨는일너무못해.너무하세요못생겼으면일이라도잘해야지.
83,83,직장 내 괴롭힘 대화,하사원여기놀러왓냐아닙니다이것밖에못햇냐죄송해요월급만축내네죄송해요그냥부터나오지마처자식이잇어여내가알바죄송합니다
84,84,갈취 대화,좋은말할때내놔라야뒤져이게다에요.놀러오면서이거밖에안가져왔다고?야얘가우리를병신으로보나보다.정말이에요.가방을숙소에두고왔어요.정말현금은이거좋게가려면솔직히말해라.정말이게다에요.아오늘잡쳤네.야두고꺼져.
85,85,갈취 대화,아니이자가이리늘어요?너무한거아니에요뭐새끼야돈을빌렸으면돈주인말대로해야지아니너무하잖아요야넌돈이우습냐죽고싶어?막빌리면막이자도올리는거지진짜왜그러시는데요나중에라도돈을입금하는게좋을거야와나저깡패놈이죽고나죽자약골이까부네아아파죄송해요넌이자가두배로늘어날줄알아
86,86,직장 내 괴롭힘 대화,이새끼야.이번일잘못되면다너때문이야알겠어?이러시는건너무과하신같은데요.과해?과해?이새끼가오냐오냐해줬더니왜이렇게제가실수한부분은인정합니다만.저만가지가지하네.니말은나도잘못했으니그냥입닥치라이거냐?골때리는새끼네.그런뜻이죄송합니다.니가도움이된다고생각하냐?그냥시키는일이나옆에찌그러져있으라고.아오진짜그렇지만사항이여서.말씀드린우리나라법도부당하면국회가서따질래?이새끼가똥이찼나.사리고알겠습니다하고끝내면것을.저희에게손해가너무.큰것돈나가냐?뒷일은알아서위에서할건데왜나대냐고그러니까.
87,87,직장 내 괴롭힘 대화,과장님여름휴가사용해도될까요?다음주에는박대리가쓴다고하는데다음에쓰지다다음주에는가능할까요?다다음주는.김대리.다들바쁘게무슨쓴다고하냐?저도가족들이랑휴가잠깐다녀오고싶어서요.다열심히너만싶니?다른다들갔다오셨구제가맡고일은이번주에다끝낼수말씀드립니다.아됐고나중에써나중에혹시나중언제쓰면될까요?모르겠고그냥나중에쓰라고!
88,88,협박 대화,너없는아들잘생겼네.이제하나뿐인곧못볼텐데인사하고싶으면해하나밖에없는않습니까저아들없으면이세상못살아아요너가살던죽던내알바아니잖아내가필요한건그냥아들이야제이유가뭡니까?해결하도록하겠습니다.내가너딱해서한번기회주는거야.역물품보관소가면서류들있을거야그서류내가보내는장소로놔네지금바로경찰에어떻게되는지네신고안제발아들다치지않게해주세요하라는대로만아들도풀어주고다할게근데신고하면목숨목숨까지끊어버려서존재안하게진짜하라는대로만할게요그냥서류만가져다주면되는거맞죠?
89,89,갈취 대화,꼬마네?그래너왜.왜요?왜요?말다했냐지금.나보다같은데말하는싸가지왜이러세요!지금가진돈얼마야저돈없어요!무슨소리야.사람이밖에한장도안갖고다녀?!진짜에요.!그리고급한일있어서빨리가가긴나한테돈전까지는못가!가방이나주머니뒤졌을때마다돈나오면한
90,90,직장 내 괴롭힘 대화,야김대리커피뭐해?아금방장난쳐?커피다식었잖아죄송합니다.금방타서드리겠습니다됐고그냥밖에나가서라떼로사와아네알겠습니다.카드는그럼?.네돈으로사와임마
91,91,갈취 대화,거기스톱네?저희요?그래.너네여기학교다니지?왜그러세요?나도여기나온선밴데선배를위해기부좀해라.저희돈없어요.야맞고줄래그냥줄래?진짜에요.그래?그럼너네앞으로학교생활기대해라.내가아는후배들한테잘얘기해놓을테니까.한번만봐주세요.이거이거라도드릴게요.야처음부터이랬으면얼마나좋냐?
92,92,직장 내 괴롭힘 대화,야신규너똑바로관리하냐?인수인계제대로저환자약물속도저렇게하래죽이고싶어서환장했어?인수인계들었는데.어.약물속도는제프리셉터선생님이.설명해주신바로.저렇게하라고하셨어요.니프리셉터가문제라는거야?너가잘못들은거바쁘셔서그런지.책보고알아서하라그래서책보고최대한아는대로한겁니다.모르는거물어보라고프리셉터붙여준거아니야?너여기실전이야니하는행동에환자가죽을수도있다고.야김간호사프리셉터지?맞는데요왜그러시죠?아니얘가약물조절잘못했는데책보고하라그랬다고그러던데?대충알려줬냐?그런적없는데요.자기가잘못해놓고제탓하는건가보죠.신규간호사일도못하고아는것도하나도없어서가르칠맛이안나요.한한굴려봐야정신차리나.야니가멍청해서설명해도못알아들었나보네.근데선배간호사를해.너가부족하다매일남아서연습하고또연습해.좀억울한게이번에프리셉터선생님뭐설명듣고배운거하나도없어요.가르쳐주시지도않았고간호사알아서다하셨어요.프리셉터분들은다차근차근설명해주시는데제너혼자해라매일이런식이었어요.야그래서내가너나한테또배울거면왜돈내고4년동안대학다니는데.혼자알아서해남탓하지간호사를그만두던가제대로왜입사해가지고사람들을이렇게차라리환자들갈던가.실력도없는게말은많아가지고.
93,93,직장 내 괴롭힘 대화,어이이리좀와봐!네부장님.무슨일이세요?여기이내일까지정리해와.이건박대리업무가아닌가요?내박대리가어제과음해서힘들다잖아!김대리가저도오늘업무가많아서요.상사의지시를듣지저어.그런뜻이아니라.그럼잔말말고정리네.알겠습니다.
94,94,기타 괴롭힘 대화,야니왤캐못생겼냐?뭐라그랬냐?으보고말하지마니얼굴보면토나올거같어너말이우웩말을하네니다니면안쪽팔리냐?야그만하라했다난사실을말한것뿐이잖아내가뭐틀린말나좀그만괴롭혀내가니난그냥안살았을듯니참대단하다진짜그만해
95,95,직장 내 괴롭힘 대화,부장님내일은휴가를내도괜찮나요?뭐?왜너생리하냐네?하셨어요?다시말해줄까?너생리하냐고여기재밌는상황이나오네주변에사람들다듣잖아요지금뭐하시는거에요생리는생리현상아닌가?그게창피한건가?
96,96,갈취 대화,우와이거예쁘다.머야이거?이거우리엄마가가방우와예쁘다민지야이거하루만빌려주라나때쓰자어?안돼.이거우리엄마가친구좋다는게머냐한번만빌리자.안돼.이거나도오늘처음게시한거란말이야머?그래서안된다고?나오빠랑데이트해야한다니까그래도안돼.엄마알면실망하셔그럼데이트하는날아침에그럼되잖아그건어려운거아니지?쓰고월요일날학교에서줄게그럼되는거지?알겠어꼭돌려줘.
97,97,직장 내 괴롭힘 대화,야김사원너오늘표정안좋다?아아닙니다.피곤해서그런것같습니다.너는일이익숙치가않아서그런거잖아.떨어진다고이새끼야.죄송합니다.일을더해야지.피해끼쳐되겠어?어쩐지맨날뭘하는지앞으로더노력하겠습니다.그러게말이야좀더노려을하란말이야.열정이없어.다른사람한테도꾸중듣고너도능력없는새끼가아니네.그러게이런월급이아깝다.
